text,label
spherically,0
symmetric,0
74,0
This,0
means,0
there,0
is,1
no,0
observable,1
difference,0
at,1
a,1
distance,0
between,0
the,0
gravitational,0
field,0
of,1
such,0
a,1
black,0
hole,0
and,1
that,0
of,1
any,1
other,1
spherical,0
object,1
of,1
the,0
same,0
mass,0
The,0
popular,0
notion,0
of,1
a,1
black,0
hole,0
sucking,0
in,1
everything,1
in,1
its,1
surroundings,0
is,1
therefore,0
correct,0
only,1
near,0
a,1
black,0
hole,0
s,0
horizon,0
far,0
away,1
the,0
external,1
gravitational,0
field,0
is,1
identical,1
to,0
that,0
of,1
any,1
other,1
body,0
of,1
the,0
same,0
mass,0
75,0
,0
,0
Solutions,0
describing,0
more,0
general,0
black,0
holes,0
also,1
exist,1
Non,0
rotating,0
charged,0
black,0
holes,0
are,1
described,0
by,0
the,0
Reissner,0
Nordström,0
metric,0
while,0
the,0
Kerr,0
metric,0
describes,0
a,1
non,0
charged,0
rotating,0
black,0
hole,0
The,0
most,0
general,0
stationary,0
black,0
hole,0
solution,0
known,0
is,1
the,0
Kerr,0
Newman,0
metric,0
which,0
describes,0
a,1
black,0
hole,0
with,0
both,0
charge,0
and,1
angular,1
momentum,0
76,0
,0
,0
While,0
the,0
mass,0
of,1
a,1
black,0
hole,0
can,0
take,0
any,1
positive,0
value,0
the,0
charge,0
and,1
angular,1
momentum,0
are,1
constrained,0
by,0
the,0
mass,0
The,0
total,0
electric,1
charge,0
Q,0
and,1
the,0
total,0
angular,1
momentum,0
J,0
are,1
expected,1
to,0
satisfy,0
the,0
inequality,1
,0
𝑄,0
2,0
4,0
𝜋,0
𝜖,0
0,0
,0
,0
𝑐,0
2,0
𝐽,0
2,0
𝐺,0
𝑀,0
2,0
,0
,0
𝐺,0
𝑀,0
2,0
,0
displaystyle,0
frac,0
Q,0
2,0
4,0
pi,0
epsilon,1
_,0
0,0
frac,0
c,0
2,0
J,0
2,0
GM,0
2,0
leq,0
GM,0
2,0
,0
for,0
a,1
black,0
hole,0
of,1
mass,0
M,0
Black,0
holes,0
with,0
the,0
minimum,0
possible,0
mass,0
satisfying,0
this,0
inequality,1
are,1
called,0
extremal,1
Solutions,0
of,1
Einstein,1
s,0
equations,1
that,0
violate,0
this,0
inequality,1
exist,1
but,0
they,0
do,0
not,0
possess,0
an,1
event,1
horizon,0
These,0
solutions,0
have,0
so,0
called,0
naked,0
singularities,0
that,0
can,0
be,0
observed,1
from,0
the,0
outside,1
and,1
hence,0
are,1
deemed,0
unphysical,1
The,0
cosmic,0
censorship,0
hypothesis,0
rules,0
out,1
the,0
formation,0
of,1
such,0
singularities,0
when,0
they,0
are,1
created,0
through,0
the,0
gravitational,0
collapse,0
of,1
realistic,0
matter,0
3,0
This,0
is,1
supported,0
by,0
numerical,0
simulations,0
77,0
,0
,0
Due,0
to,0
the,0
relatively,0
large,0
strength,0
of,1
the,0
electromagnetic,1
force,0
black,0
holes,0
forming,0
from,0
the,0
collapse,0
of,1
stars,0
are,1
expected,1
to,0
retain,0
the,0
nearly,0
neutral,0
charge,0
of,1
the,0
star,0
Rotation,0
however,0
is,1
expected,1
to,0
be,0
a,1
universal,1
feature,0
of,1
compact,0
astrophysical,1
objects,1
The,0
black,0
hole,0
candidate,0
binary,0
X,0
ray,0
source,0
GRS,0
1915,0
105,0
78,0
appears,1
to,0
have,0
an,1
angular,1
momentum,0
near,0
the,0
maximum,0
allowed,1
value,0
That,0
uncharged,1
limit,0
is,1
79,0
,0
,0
𝐽,0
,0
,0
𝐺,0
𝑀,0
2,0
𝑐,0
,0
,0
,0
displaystyle,0
J,0
leq,0
frac,0
GM,0
2,0
c,0
,0
allowing,1
definition,0
of,1
a,1
dimensionless,0
spin,0
parameter,0
such,0
that,0
79,0
,0
,0
0,0
,0
,0
𝑐,0
𝐽,0
𝐺,0
𝑀,0
2,0
,0
,0
1,0
,0
,0
displaystyle,0
0,0
leq,0
frac,0
cJ,0
GM,0
2,0
leq,0
1,0
79,0
Note,0
1,0
,0
Black,0
hole,0
classifications,0
Class,0
Approx,1
,0
mass,0
Approx,1
,0
radius,0
Ultramassive,1
black,0
hole,0
109,0
1011,0
M,0
1,0
000,0
AU,1
Supermassive,0
black,0
hole,0
106,0
109,0
M,0
0,0
001,0
400,0
AU,1
Intermediate,1
mass,0
black,0
hole,0
102,0
105,0
M,0
103,0
km,0
REarth,0
Stellar,0
black,0
hole,0
2,0
150,0
M,0
30,0
km,0
Micro,0
black,0
hole,0
up,1
to,0
MMoon,0
up,1
to,0
0,0
1,0
mm,0
Black,0
holes,0
are,1
commonly,0
classified,0
according,1
to,0
their,0
mass,0
independent,1
of,1
angular,1
momentum,0
J,0
The,0
size,0
of,1
a,1
black,0
hole,0
as,1
determined,0
by,0
the,0
radius,0
of,1
the,0
event,1
horizon,0
or,1
Schwarzschild,0
radius,0
is,1
proportional,0
to,0
the,0
mass,0
M,0
through,0
,0
𝑟,0
s,0
,0
,0
2,0
𝐺,0
𝑀,0
𝑐,0
2,0
,0
,0
2,0
95,0
𝑀,0
𝑀,0
,0
,0
,0
k,0
m,0
,0
,0
,0
displaystyle,0
r_,0
mathrm,0
s,0
frac,0
2GM,0
c,0
2,0
approx,1
2,0
95,0
frac,0
M,0
M_,0
odot,1
mathrm,0
km,0
,0
where,0
rs,0
is,1
the,0
Schwarzschild,0
radius,0
and,1
M,0
is,1
the,0
mass,0
of,1
the,0
Sun,0
81,0
For,0
a,1
black,0
hole,0
with,0
nonzero,0
spin,0
and,1
or,1
electric,1
charge,0
the,0
radius,0
is,1
smaller,0
Note,0
2,0
until,1
an,1
extremal,1
black,0
hole,0
could,0
have,0
an,1
event,1
horizon,0
close,0
to,0
82,0
,0
,0
𝑟,0
,0
,0
,0
,0
𝐺,0
𝑀,0
𝑐,0
2,0
,0
,0
,0
displaystyle,0
r_,0
mathrm,0
frac,0
GM,0
c,0
2,0
,0
Event,1
horizon,0
Main,0
article,1
Event,1
horizon,0
,0
Far,0
away,1
from,0
the,0
black,0
hole,0
a,1
particle,0
can,0
move,0
in,1
any,1
direction,0
as,1
illustrated,1
by,0
the,0
set,0
of,1
arrows,1
It,1
is,1
restricted,0
only,1
by,0
the,0
speed,0
of,1
light,0
,0
,0
Closer,0
to,0
the,0
black,0
hole,0
spacetime,0
starts,0
to,0
deform,0
There,0
are,1
more,0
paths,0
going,0
towards,0
the,0
black,0
hole,0
than,0
paths,0
moving,0
away,1
Note,0
3,0
,0
,0
Inside,1
of,1
the,0
event,1
horizon,0
all,1
paths,0
bring,0
the,0
particle,0
closer,0
to,0
the,0
centre,0
of,1
the,0
black,0
hole,0
It,1
is,1
no,0
longer,0
possible,0
for,0
the,0
particle,0
to,0
escape,1
,0
The,0
defining,0
feature,0
of,1
a,1
black,0
hole,0
is,1
the,0
appearance,1
of,1
an,1
event,1
horizon,0
a,1
boundary,0
in,1
spacetime,0
through,0
which,0
matter,0
and,1
light,0
can,0
pass,0
only,1
inward,1
towards,0
the,0
mass,0
of,1
the,0
black,0
hole,0
Nothing,0
not,0
even,1
light,0
can,0
escape,1
from,0
inside,1
the,0
event,1
horizon,0
84,0
85,0
The,0
event,1
horizon,0
is,1
referred,0
to,0
as,1
such,0
because,0
if,1
an,1
event,1
occurs,1
within,0
the,0
boundary,0
information,1
from,0
that,0
event,1
cannot,0
reach,0
an,1
outside,1
observer,1
making,0
it,1
impossible,1
to,0
determine,0
whether,0
such,0
an,1
event,1
occurred,1
86,0
,0
,0
As,1
predicted,0
by,0
general,0
relativity,0
the,0
presence,0
of,1
a,1
mass,0
deforms,0
spacetime,0
in,1
such,0
a,1
way,0
that,0
the,0
paths,0
taken,0
by,0
particles,0
bend,0
towards,0
the,0
mass,0
87,0
At,1
the,0
event,1
horizon,0
of,1
a,1
black,0
hole,0
this,0
deformation,0
becomes,0
so,0
strong,0
that,0
there,0
are,1
no,0
paths,0
that,0
lead,0
away,1
from,0
the,0
black,0
hole,0
88,0
,0
,0
To,0
a,1
distant,0
observer,1
clocks,0
near,0
a,1
black,0
hole,0
would,0
appear,1
to,0
tick,0
more,0
slowly,0
than,0
those,0
farther,0
away,1
from,0
the,0
black,0
hole,0
89,0
Due,0
to,0
this,0
effect,1
known,0
as,1
gravitational,0
time,0
dilation,0
an,1
object,1
falling,0
into,1
a,1
black,0
hole,0
appears,1
to,0
slow,0
as,1
it,1
approaches,1
the,0
event,1
horizon,0
taking,0
an,1
infinite,1
amount,1
of,1
time,0
to,0
reach,0
it,1
90,0
At,1
the,0
same,0
time,0
all,1
processes,0
on,1
this,0
object,1
slow,0
down,0
from,0
the,0
viewpoint,0
of,1
a,1
fixed,0
outside,1
observer,1
causing,0
any,1
light,0
emitted,1
by,0
the,0
object,1
to,0
appear,1
redder,0
and,1
dimmer,0
an,1
effect,1
known,0
as,1
gravitational,0
redshift,0
91,0
Eventually,1
the,0
falling,0
object,1
fades,0
away,1
until,1
it,1
can,0
no,0
longer,0
be,0
seen,0
Typically,0
this,0
process,0
happens,0
very,0
rapidly,0
with,0
an,1
object,1
disappearing,0
from,0
view,0
within,0
less,0
than,0
a,1
second,0
92,0
,0
,0
On,1
the,0
other,1
hand,0
indestructible,1
observers,1
falling,0
into,1
a,1
black,0
hole,0
do,0
not,0
notice,0
any,1
of,1
these,0
effects,1
as,1
they,0
cross,0
the,0
event,1
horizon,0
According,1
to,0
their,0
own,1
clocks,0
which,0
appear,1
to,0
them,0
to,0
tick,0
normally,0
they,0
cross,0
the,0
event,1
horizon,0
after,1
a,1
finite,0
time,0
without,0
noting,0
any,1
singular,0
behaviour,0
in,1
classical,0
general,0
relativity,0
it,1
is,1
impossible,1
to,0
determine,0
the,0
location,0
of,1
the,0
event,1
horizon,0
from,0
local,0
observations,1
due,0
to,0
Einstein,1
s,0
equivalence,1
principle,0
93,0
94,0
,0
,0
The,0
topology,0
of,1
the,0
event,1
horizon,0
of,1
a,1
black,0
hole,0
at,1
equilibrium,1
is,1
always,1
spherical,0
Note,0
4,0
97,0
For,0
non,0
rotating,0
static,0
black,0
holes,0
the,0
geometry,0
of,1
the,0
event,1
horizon,0
is,1
precisely,0
spherical,0
while,0
for,0
rotating,0
black,0
holes,0
the,0
event,1
horizon,0
is,1
oblate,1
98,0
99,0
100,0
,0
,0
Singularity,0
Main,0
article,1
Gravitational,0
singularity,0
At,1
the,0
centre,0
of,1
a,1
black,0
hole,0
as,1
described,0
by,0
general,0
relativity,0
may,0
lie,0
a,1
gravitational,0
singularity,0
a,1
region,0
where,0
the,0
spacetime,0
curvature,0
becomes,0
infinite,1
101,0
For,0
a,1
non,0
rotating,0
black,0
hole,0
this,0
region,0
takes,0
the,0
shape,0
of,1
a,1
single,0
point,0
for,0
a,1
rotating,0
black,0
hole,0
it,1
is,1
smeared,0
out,1
to,0
form,0
a,1
ring,0
singularity,0
that,0
lies,0
in,1
the,0
plane,0
of,1
rotation,0
102,0
In,1
both,0
cases,0
the,0
singular,0
region,0
has,0
zero,0
volume,0
It,1
can,0
also,1
be,0
shown,0
that,0
the,0
singular,0
region,0
contains,0
all,1
the,0
mass,0
of,1
the,0
black,0
hole,0
solution,0
103,0
The,0
singular,0
region,0
can,0
thus,0
be,0
thought,0
of,1
as,1
having,0
infinite,1
density,0
104,0
,0
,0
Observers,1
falling,0
into,1
a,1
Schwarzschild,0
black,0
hole,0
i,1
e,1
non,0
rotating,0
and,1
not,0
charged,0
cannot,0
avoid,1
being,0
carried,0
into,1
the,0
singularity,0
once,1
they,0
cross,0
the,0
event,1
horizon,0
They,0
can,0
prolong,0
the,0
experience,1
by,0
accelerating,1
away,1
to,0
slow,0
their,0
descent,0
but,0
only,1
up,1
to,0
a,1
limit,0
105,0
When,0
they,0
reach,0
the,0
singularity,0
they,0
are,1
crushed,0
to,0
infinite,1
density,0
and,1
their,0
mass,0
is,1
added,1
to,0
the,0
total,0
of,1
the,0
black,0
hole,0
Before,0
that,0
happens,0
they,0
will,0
have,0
been,0
torn,0
apart,1
by,0
the,0
growing,0
tidal,0
forces,0
in,1
a,1
process,0
sometimes,0
referred,0
to,0
as,1
spaghettification,0
or,1
the,0
noodle,0
effect,1
106,0
,0
,0
In,1
the,0
case,0
of,1
a,1
charged,0
Reissner,0
Nordström,0
or,1
rotating,0
Kerr,0
black,0
hole,0
it,1
is,1
possible,0
to,0
avoid,1
the,0
singularity,0
Extending,1
these,0
solutions,0
as,1
far,0
as,1
possible,0
reveals,0
the,0
hypothetical,0
possibility,0
of,1
exiting,1
the,0
black,0
hole,0
into,1
a,1
different,0
spacetime,0
with,0
the,0
black,0
hole,0
acting,1
as,1
a,1
wormhole,0
107,0
The,0
possibility,0
of,1
traveling,0
to,0
another,1
universe,1
is,1
however,0
only,1
theoretical,0
since,0
any,1
perturbation,0
would,0
destroy,0
this,0
possibility,0
108,0
It,1
also,1
appears,1
to,0
be,0
possible,0
to,0
follow,0
closed,0
timelike,0
curves,0
returning,0
to,0
one,1
s,0
own,1
past,0
around,1
the,0
Kerr,0
singularity,0
which,0
leads,0
to,0
problems,0
with,0
causality,0
like,0
the,0
grandfather,0
paradox,0
109,0
It,1
is,1
expected,1
that,0
none,0
of,1
these,0
peculiar,0
effects,1
would,0
survive,0
in,1
a,1
proper,0
quantum,0
treatment,0
of,1
rotating,0
and,1
charged,0
black,0
holes,0
110,0
,0
,0
The,0
appearance,1
of,1
singularities,0
in,1
general,0
relativity,0
is,1
commonly,0
perceived,0
as,1
signaling,0
the,0
breakdown,0
of,1
the,0
theory,0
111,0
This,0
breakdown,0
however,0
is,1
expected,1
it,1
occurs,1
in,1
a,1
situation,0
where,0
quantum,0
effects,1
should,0
describe,0
these,0
actions,1
due,0
to,0
the,0
extremely,1
high,0
density,0
and,1
therefore,0
particle,0
interactions,1
To,0
date,0
it,1
has,0
not,0
been,0
possible,0
to,0
combine,0
quantum,0
and,1
gravitational,0
effects,1
into,1
a,1
single,0
theory,0
although,1
there,0
exist,1
attempts,1
to,0
formulate,0
such,0
a,1
theory,0
of,1
quantum,0
gravity,0
It,1
is,1
generally,0
expected,1
that,0
such,0
a,1
theory,0
will,0
not,0
feature,0
any,1
singularities,0
112,0
113,0
,0
,0
Photon,0
sphere,0
Main,0
article,1
Photon,0
sphere,0
The,0
photon,0
sphere,0
is,1
a,1
spherical,0
boundary,0
where,0
photons,0
that,0
move,0
on,1
tangents,0
to,0
that,0
sphere,0
would,0
be,0
trapped,0
in,1
a,1
non,0
stable,0
but,0
circular,0
orbit,1
around,1
the,0
black,0
hole,0
114,0
For,0
non,0
rotating,0
black,0
holes,0
the,0
photon,0
sphere,0
has,0
a,1
radius,0
1,0
5,0
times,0
the,0
Schwarzschild,0
radius,0
Their,0
orbits,1
would,0
be,0
dynamically,0
unstable,1
hence,0
any,1
small,0
perturbation,0
such,0
as,1
a,1
particle,0
of,1
infalling,1
matter,0
would,0
cause,0
an,1
instability,1
that,0
would,0
grow,0
over,1
time,0
either,1
setting,0
the,0
photon,0
on,1
an,1
outward,1
trajectory,0
causing,0
it,1
to,0
escape,1
the,0
black,0
hole,0
or,1
on,1
an,1
inward,1
spiral,0
where,0
it,1
would,0
eventually,1
cross,0
the,0
event,1
horizon,0
115,0
,0
,0
While,0
light,0
can,0
still,0
escape,1
from,0
the,0
photon,0
sphere,0
any,1
light,0
that,0
crosses,0
the,0
photon,0
sphere,0
on,1
an,1
inbound,1
trajectory,0
will,0
be,0
captured,0
by,0
the,0
black,0
hole,0
Hence,0
any,1
light,0
that,0
reaches,0
an,1
outside,1
observer,1
from,0
the,0
photon,0
sphere,0
must,0
have,0
been,0
emitted,1
by,0
objects,1
between,0
the,0
photon,0
sphere,0
and,1
the,0
event,1
horizon,0
115,0
For,0
a,1
Kerr,0
black,0
hole,0
the,0
radius,0
of,1
the,0
photon,0
sphere,0
depends,0
on,1
the,0
spin,0
parameter,0
and,1
on,1
the,0
details,0
of,1
the,0
photon,0
orbit,1
which,0
can,0
be,0
prograde,0
the,0
photon,0
rotates,0
in,1
the,0
same,0
sense,0
of,1
the,0
black,0
hole,0
spin,0
or,1
retrograde,0
116,0
117,0
,0
,0
Ergosphere,1
Main,0
article,1
Ergosphere,1
,0
The,0
ergosphere,1
is,1
a,1
region,0
outside,1
of,1
the,0
event,1
horizon,0
where,0
objects,1
cannot,0
remain,0
in,1
place,0
118,0
,0
Rotating,0
black,0
holes,0
are,1
surrounded,0
by,0
a,1
region,0
of,1
spacetime,0
in,1
which,0
it,1
is,1
impossible,1
to,0
stand,0
still,0
called,0
the,0
ergosphere,1
This,0
is,1
the,0
result,0
of,1
a,1
process,0
known,0
as,1
frame,0
dragging,0
general,0
relativity,0
predicts,0
that,0
any,1
rotating,0
mass,0
will,0
tend,0
to,0
slightly,0
drag,0
along,1
the,0
spacetime,0
immediately,1
surrounding,0
it,1
Any,1
object,1
near,0
the,0
rotating,0
mass,0
will,0
tend,0
to,0
start,0
moving,0
in,1
the,0
direction,0
of,1
rotation,0
For,0
a,1
rotating,0
black,0
hole,0
this,0
effect,1
is,1
so,0
strong,0
near,0
the,0
event,1
horizon,0
that,0
an,1
object,1
would,0
have,0
to,0
move,0
faster,0
than,0
the,0
speed,0
of,1
light,0
in,1
the,0
opposite,1
direction,0
to,0
just,0
stand,0
still,0
119,0
,0
,0
The,0
ergosphere,1
of,1
a,1
black,0
hole,0
is,1
a,1
volume,0
bounded,0
by,0
the,0
black,0
hole,0
s,0
event,1
horizon,0
and,1
the,0
ergosurface,1
which,0
coincides,0
with,0
the,0
event,1
horizon,0
at,1
the,0
poles,0
but,0
is,1
at,1
a,1
much,0
greater,0
distance,0
around,1
the,0
equator,1
118,0
,0
,0
Objects,1
and,1
radiation,0
can,0
escape,1
normally,0
from,0
the,0
ergosphere,1
Through,0
the,0
Penrose,0
process,0
objects,1
can,0
emerge,1
from,0
the,0
ergosphere,1
with,0
more,0
energy,1
than,0
they,0
entered,1
with,0
The,0
extra,1
energy,1
is,1
taken,0
from,0
the,0
rotational,0
energy,1
of,1
the,0
black,0
hole,0
Thereby,0
the,0
rotation,0
of,1
the,0
black,0
hole,0
slows,0
down,0
120,0
A,1
variation,0
of,1
the,0
Penrose,0
process,0
in,1
the,0
presence,0
of,1
strong,0
magnetic,0
fields,0
the,0
Blandford,0
Znajek,0
process,0
is,1
considered,0
a,1
likely,0
mechanism,0
for,0
the,0
enormous,1
luminosity,0
and,1
relativistic,0
jets,0
of,1
quasars,0
and,1
other,1
active,1
galactic,0
nuclei,0
,0
,0
Innermost,1
stable,0
circular,0
orbit,1
ISCO,1
,0
Main,0
article,1
Innermost,1
stable,0
circular,0
orbit,1
In,1
Newtonian,0
gravity,0
test,0
particles,0
can,0
stably,0
orbit,1
at,1
arbitrary,1
distances,0
from,0
a,1
central,0
object,1
In,1
general,0
relativity,0
however,0
there,0
exists,1
an,1
innermost,1
stable,0
circular,0
orbit,1
often,1
called,0
the,0
ISCO,1
for,0
which,0
any,1
infinitesimal,1
inward,1
perturbations,0
to,0
a,1
circular,0
orbit,1
will,0
lead,0
to,0
spiraling,0
into,1
the,0
black,0
hole,0
and,1
any,1
outward,1
perturbations,0
will,0
depending,0
on,1
the,0
energy,1
result,0
in,1
spiraling,0
in,1
stably,0
orbiting,1
between,0
apastron,1
and,1
periastron,0
or,1
escaping,1
to,0
infinity,1
121,0
The,0
location,0
of,1
the,0
ISCO,1
depends,0
on,1
the,0
spin,0
of,1
the,0
black,0
hole,0
in,1
the,0
case,0
of,1
a,1
Schwarzschild,0
black,0
hole,0
spin,0
zero,0
is,1
,0
,0
𝑟,0
I,1
S,0
C,0
O,1
,0
,0
3,0
𝑟,0
𝑠,0
,0
,0
6,0
𝐺,0
𝑀,0
𝑐,0
2,0
,0
,0
,0
displaystyle,0
r_,0
rm,0
ISCO,1
3,0
r_,0
s,0
frac,0
6,0
GM,0
c,0
2,0
,0
and,1
decreases,0
with,0
increasing,1
black,0
hole,0
spin,0
for,0
particles,0
orbiting,1
in,1
the,0
same,0
direction,0
as,1
the,0
spin,0
122,0
,0
,0
Plunging,0
region,0
The,0
final,0
observable,1
region,0
of,1
spacetime,0
around,1
a,1
black,0
hole,0
is,1
called,0
the,0
plunging,0
region,0
In,1
this,0
area,1
it,1
is,1
no,0
longer,0
possible,0
for,0
matter,0
to,0
follow,0
circular,0
orbits,1
or,1
to,0
stop,0
a,1
final,0
descent,0
into,1
the,0
black,0
hole,0
Instead,1
it,1
will,0
rapidly,0
plunge,0
toward,0
the,0
black,0
hole,0
close,0
to,0
the,0
speed,0
of,1
light,0
123,0
124,0
,0
,0
Formation,0
and,1
evolution,1
Given,0
the,0
bizarre,0
character,0
of,1
black,0
holes,0
it,1
was,0
long,0
questioned,0
whether,0
such,0
objects,1
could,0
actually,1
exist,1
in,1
nature,0
or,1
whether,0
they,0
were,0
merely,0
pathological,0
solutions,0
to,0
Einstein,1
s,0
equations,1
Einstein,1
himself,0
wrongly,0
thought,0
black,0
holes,0
would,0
not,0
form,0
because,0
he,0
held,0
that,0
the,0
angular,1
momentum,0
of,1
collapsing,0
particles,0
would,0
stabilize,0
their,0
motion,0
at,1
some,0
radius,0
125,0
This,0
led,0
the,0
general,0
relativity,0
community,0
to,0
dismiss,0
all,1
results,0
to,0
the,0
contrary,0
for,0
many,0
years,0
However,0
a,1
minority,0
of,1
relativists,0
continued,0
to,0
contend,0
that,0
black,0
holes,0
were,0
physical,0
objects,1
126,0
and,1
by,0
the,0
end,1
of,1
the,0
1960s,0
they,0
had,0
persuaded,0
the,0
majority,0
of,1
researchers,0
in,1
the,0
field,0
that,0
there,0
is,1
no,0
obstacle,1
to,0
the,0
formation,0
of,1
an,1
event,1
horizon,0
127,0
,0
,0
Penrose,0
demonstrated,0
that,0
once,1
an,1
event,1
horizon,0
forms,0
general,0
relativity,0
without,0
quantum,0
mechanics,0
requires,0
that,0
a,1
singularity,0
will,0
form,0
within,0
48,0
Shortly,0
afterwards,1
Hawking,0
showed,0
that,0
many,0
cosmological,0
solutions,0
that,0
describe,0
the,0
Big,0
Bang,0
have,0
singularities,0
without,0
scalar,0
fields,0
or,1
other,1
exotic,1
matter,0
clarification,0
needed,0
The,0
Kerr,0
solution,0
the,0
no,0
hair,0
theorem,0
and,1
the,0
laws,0
of,1
black,0
hole,0
thermodynamics,0
showed,0
that,0
the,0
physical,0
properties,0
of,1
black,0
holes,0
were,0
simple,0
and,1
comprehensible,0
making,0
them,0
respectable,0
subjects,0
for,0
research,0
128,0
Conventional,0
black,0
holes,0
are,1
formed,0
by,0
gravitational,0
collapse,0
of,1
heavy,0
objects,1
such,0
as,1
stars,0
but,0
they,0
can,0
also,1
in,1
theory,0
be,0
formed,0
by,0
other,1
processes,0
129,0
130,0
,0
,0
Gravitational,0
collapse,0
Main,0
article,1
Gravitational,0
collapse,0
,0
Gas,0
cloud,0
being,0
ripped,0
apart,1
by,0
black,0
hole,0
at,1
the,0
centre,0
of,1
the,0
Milky,0
Way,0
observations,1
from,0
2006,0
2010,0
and,1
2013,0
are,1
shown,0
in,1
blue,0
green,0
and,1
red,0
respectively,0
131,0
,0
Gravitational,0
collapse,0
occurs,1
when,0
an,1
object,1
s,0
internal,1
pressure,0
is,1
insufficient,1
to,0
resist,0
the,0
object,1
s,0
own,1
gravity,0
For,0
stars,0
this,0
usually,1
occurs,1
either,1
because,0
a,1
star,0
has,0
too,0
little,0
fuel,0
left,0
to,0
maintain,0
its,1
temperature,0
through,0
stellar,0
nucleosynthesis,0
or,1
because,0
a,1
star,0
that,0
would,0
have,0
been,0
stable,0
receives,0
extra,1
matter,0
in,1
a,1
way,0
that,0
does,0
not,0
raise,0
its,1
core,0
temperature,0
In,1
either,1
case,0
the,0
star,0
s,0
temperature,0
is,1
no,0
longer,0
high,0
enough,1
to,0
prevent,0
it,1
from,0
collapsing,0
under,1
its,1
own,1
weight,0
132,0
,0
,0
The,0
collapse,0
may,0
be,0
stopped,0
by,0
the,0
degeneracy,0
pressure,0
of,1
the,0
star,0
s,0
constituents,0
allowing,1
the,0
condensation,0
of,1
matter,0
into,1
an,1
exotic,1
denser,0
state,0
The,0
result,0
is,1
one,1
of,1
the,0
various,0
types,0
of,1
compact,0
star,0
Which,0
type,0
forms,0
depends,0
on,1
the,0
mass,0
of,1
the,0
remnant,0
of,1
the,0
original,1
star,0
left,0
if,1
the,0
outer,1
layers,0
have,0
been,0
blown,0
away,1
for,0
example,1
in,1
a,1
Type,0
II,1
supernova,0
The,0
mass,0
of,1
the,0
remnant,0
the,0
collapsed,0
object,1
that,0
survives,0
the,0
explosion,1
can,0
be,0
substantially,0
less,0
than,0
that,0
of,1
the,0
original,1
star,0
Remnants,0
exceeding,1
5,0
M,0
are,1
produced,0
by,0
stars,0
that,0
were,0
over,1
20,0
M,0
before,0
the,0
collapse,0
132,0
,0
,0
If,1
the,0
mass,0
of,1
the,0
remnant,0
exceeds,1
about,1
3,0
4,0
M,0
the,0
Tolman,0
Oppenheimer,1
Volkoff,0
limit,0
26,0
either,1
because,0
the,0
original,1
star,0
was,0
very,0
heavy,0
or,1
because,0
the,0
remnant,0
collected,0
additional,1
mass,0
through,0
accretion,1
of,1
matter,0
even,1
the,0
degeneracy,0
pressure,0
of,1
neutrons,0
is,1
insufficient,1
to,0
stop,0
the,0
collapse,0
No,0
known,0
mechanism,0
except,1
possibly,0
quark,0
degeneracy,0
pressure,0
is,1
powerful,0
enough,1
to,0
stop,0
the,0
implosion,1
and,1
the,0
object,1
will,0
inevitably,1
collapse,0
to,0
form,0
a,1
black,0
hole,0
132,0
,0
,0
The,0
gravitational,0
collapse,0
of,1
heavy,0
stars,0
is,1
assumed,1
to,0
be,0
responsible,0
for,0
the,0
formation,0
of,1
stellar,0
mass,0
black,0
holes,0
Star,0
formation,0
in,1
the,0
early,1
universe,1
may,0
have,0
resulted,0
in,1
very,0
massive,0
stars,0
which,0
upon,1
their,0
collapse,0
would,0
have,0
produced,0
black,0
holes,0
of,1
up,1
to,0
103,0
M,0
These,0
black,0
holes,0
could,0
be,0
the,0
seeds,0
of,1
the,0
supermassive,0
black,0
holes,0
found,0
in,1
the,0
centres,0
of,1
most,0
galaxies,0
133,0
It,1
has,0
further,0
been,0
suggested,0
that,0
massive,0
black,0
holes,0
with,0
typical,0
masses,0
of,1
105,0
M,0
could,0
have,0
formed,0
from,0
the,0
direct,0
collapse,0
of,1
gas,0
clouds,0
in,1
the,0
young,0
universe,1
129,0
These,0
massive,0
objects,1
have,0
been,0
proposed,0
as,1
the,0
seeds,0
that,0
eventually,1
formed,0
the,0
earliest,1
quasars,0
observed,1
already,1
at,1
redshift,0
𝑧,0
,0
,0
7,0
,0
displaystyle,0
z,0
sim,0
7,0
134,0
Some,0
candidates,0
for,0
such,0
objects,1
have,0
been,0
found,0
in,1
observations,1
of,1
the,0
young,0
universe,1
129,0
,0
,0
While,0
most,0
of,1
the,0
energy,1
released,0
during,0
gravitational,0
collapse,0
is,1
emitted,1
very,0
quickly,0
an,1
outside,1
observer,1
does,0
not,0
actually,1
see,0
the,0
end,1
of,1
this,0
process,0
Even,1
though,0
the,0
collapse,0
takes,0
a,1
finite,0
amount,1
of,1
time,0
from,0
the,0
reference,0
frame,0
of,1
infalling,1
matter,0
a,1
distant,0
observer,1
would,0
see,0
the,0
infalling,1
material,0
slow,0
and,1
halt,0
just,0
above,1
the,0
event,1
horizon,0
due,0
to,0
gravitational,0
time,0
dilation,0
Light,0
from,0
the,0
collapsing,0
material,0
takes,0
longer,0
and,1
longer,0
to,0
reach,0
the,0
observer,1
with,0
the,0
light,0
emitted,1
just,0
before,0
the,0
event,1
horizon,0
forms,0
delayed,0
an,1
infinite,1
amount,1
of,1
time,0
Thus,0
the,0
external,1
observer,1
never,0
sees,0
the,0
formation,0
of,1
the,0
event,1
horizon,0
